age,job,marital,education,default,housing,loan,contact,month,day_of_week,campaign,previous,poutcome,euribor3m,nr.employed,y
35,admin.,married,5,0,2,2,0,jun,mon,3,0,1,4.865,5228.1,0
54,blue-collar,married,5,0,0,0,0,jun,mon,1,0,1,4.865,5228.1,0
33,technician,single,7,0,0,0,0,jun,mon,4,0,1,4.865,5228.1,0
39,admin.,married,6,0,0,0,0,jun,mon,1,0,1,4.865,5228.1,0
41,blue-collar,single,1,0,0,0,0,jun,mon,2,0,1,4.865,5228.1,0
29,technician,married,3,0,2,2,0,jun,mon,4,0,1,4.865,5228.1,0
50,retired,married,1,0,2,0,0,jun,mon,6,0,1,4.865,5228.1,0
32,entrepreneur,single,7,0,0,0,0,jun,mon,20,0,1,4.865,5228.1,0
31,blue-collar,married,2,0,0,2,0,jun,mon,2,0,1,4.865,5228.1,0
29,entrepreneur,married,7,0,2,0,0,jun,mon,1,0,1,4.865,5228.1,0
44,unemployed,married,7,0,0,0,0,jun,mon,3,0,1,4.865,5228.1,0
41,blue-collar,married,1,1,0,0,0,jun,mon,2,0,1,4.865,5228.1,0
30,housemaid,married,5,1,2,2,0,jun,mon,1,0,1,4.865,5228.1,0
33,services,married,5,1,2,0,0,jun,mon,3,0,1,4.865,5228.1,0
56,services,married,1,1,0,0,0,jun,mon,2,0,1,4.865,5228.1,0
26,blue-collar,married,2,1,1,1,0,jun,mon,6,0,1,4.865,5228.1,0
49,blue-collar,married,1,1,0,0,0,jun,mon,2,0,1,4.865,5228.1,0
40,admin.,single,5,1,2,0,0,jun,mon,3,0,1,4.865,5228.1,0
51,services,married,5,1,2,0,0,jun,mon,8,0,1,4.865,5228.1,0
48,blue-collar,married,2,0,2,0,0,jun,mon,8,0,1,4.865,5228.1,0
47,technician,divorced,5,0,2,0,0,jun,mon,2,0,1,4.865,5228.1,0
34,blue-collar,married,3,0,0,0,0,jun,mon,15,0,1,4.865,5228.1,0
36,admin.,married,6,0,2,0,0,jun,mon,2,0,1,4.865,5228.1,0
43,services,married,5,1,0,0,0,jun,mon,2,0,1,4.865,5228.1,0
56,entrepreneur,married,4,1,0,0,0,jun,mon,2,0,1,4.865,5228.1,0
39,housemaid,divorced,3,0,2,0,0,jun,mon,2,0,1,4.865,5228.1,0
43,technician,single,6,0,2,0,0,jun,mon,4,0,1,4.865,5228.1,0
39,admin.,married,6,0,0,0,0,jun,mon,7,0,1,4.865,5228.1,0
59,management,married,2,1,2,0,0,jun,mon,16,0,1,4.865,5228.1,0
50,admin.,married,5,0,0,0,0,jun,mon,2,0,1,4.865,5228.1,0
24,services,single,5,0,2,0,0,jun,mon,8,0,1,4.865,5228.1,0
38,blue-collar,married,5,0,0,0,0,jun,mon,3,0,1,4.865,5228.1,0
41,technician,married,7,1,2,0,0,jun,mon,11,0,1,4.865,5228.1,0
34,blue-collar,married,2,0,0,2,0,jun,mon,3,0,1,4.865,5228.1,0
48,unemployed,single,1,0,2,0,0,jun,mon,6,0,1,4.865,5228.1,0
35,admin.,married,6,1,2,0,0,jun,mon,3,0,1,4.865,5228.1,0
54,entrepreneur,divorced,6,0,2,2,0,jun,mon,8,0,1,4.865,5228.1,0
31,services,married,2,0,0,0,0,jun,mon,5,0,1,4.865,5228.1,0
42,services,married,5,0,0,0,0,jun,mon,4,0,1,4.865,5228.1,0
45,blue-collar,married,2,0,2,0,0,jun,mon,8,0,1,4.865,5228.1,0
24,services,single,3,1,0,2,0,jun,mon,2,0,1,4.865,5228.1,0
37,management,married,6,1,0,2,0,jun,mon,7,0,1,4.865,5228.1,0
57,housemaid,married,7,0,0,2,0,jun,mon,3,0,1,4.865,5228.1,0
35,student,single,6,1,2,2,0,jun,mon,2,0,1,4.865,5228.1,1
41,admin.,married,5,0,1,1,0,jun,mon,2,0,1,4.865,5228.1,0
33,unemployed,single,6,0,0,2,0,jun,mon,13,0,1,4.865,5228.1,0
42,blue-collar,married,3,1,0,0,0,jun,mon,3,0,1,4.865,5228.1,0
35,technician,single,7,0,2,2,0,jun,mon,9,0,1,4.865,5228.1,0
44,technician,married,7,1,0,0,0,jun,mon,3,0,1,4.865,5228.1,0
36,blue-collar,married,3,1,0,2,0,jun,mon,2,0,1,4.865,5228.1,0
28,services,single,5,0,0,0,0,jun,mon,3,0,1,4.865,5228.1,0
57,blue-collar,divorced,1,0,0,0,0,jun,mon,4,0,1,4.865,5228.1,0
41,management,divorced,6,0,0,0,0,jun,mon,12,0,1,4.865,5228.1,0
41,blue-collar,divorced,7,0,0,0,0,jun,mon,10,0,1,4.865,5228.1,0
36,technician,divorced,7,1,0,0,0,jun,mon,4,0,1,4.865,5228.1,0
38,student,single,6,0,0,0,0,jun,mon,4,0,1,4.865,5228.1,0
48,blue-collar,married,1,0,0,0,0,jun,mon,4,0,1,4.865,5228.1,0
48,blue-collar,married,1,1,2,0,0,jun,mon,9,0,1,4.865,5228.1,0
39,technician,married,7,0,2,0,0,jun,mon,4,0,1,4.865,5228.1,0
33,admin.,married,6,0,2,0,0,jun,mon,8,0,1,4.865,5228.1,0
52,services,married,5,0,0,2,0,jun,mon,6,0,1,4.865,5228.1,0
59,retired,divorced,6,0,0,0,0,jun,mon,6,0,1,4.865,5228.1,1
42,self-employed,married,6,0,0,0,0,jun,mon,3,0,1,4.865,5228.1,0
57,management,married,3,1,2,0,0,jun,mon,4,0,1,4.865,5228.1,0
33,services,married,5,0,0,0,0,jun,mon,14,0,1,4.865,5228.1,0
39,entrepreneur,married,5,0,0,0,0,jun,mon,3,0,1,4.865,5228.1,0
39,technician,single,7,1,0,0,0,jun,mon,4,0,1,4.865,5228.1,1
28,services,married,5,0,0,0,0,jun,tue,6,0,1,4.864,5228.1,0
60,unknown,married,2,1,0,0,0,jun,tue,7,0,1,4.864,5228.1,0
44,blue-collar,married,3,1,0,0,0,jun,tue,5,0,1,4.864,5228.1,0
36,services,single,3,0,0,0,0,jun,tue,10,0,1,4.864,5228.1,0
26,admin.,married,5,0,0,0,0,jun,tue,2,0,1,4.864,5228.1,0
40,admin.,married,5,0,0,0,0,jun,tue,3,0,1,4.864,5228.1,0
48,blue-collar,married,1,1,0,0,0,jun,tue,5,0,1,4.864,5228.1,0
40,blue-collar,married,3,1,2,0,0,jun,tue,3,0,1,4.864,5228.1,0
43,blue-collar,single,7,0,2,0,0,jun,tue,2,0,1,4.864,5228.1,0
49,services,married,5,1,2,0,0,jun,tue,5,0,1,4.864,5228.1,0
32,technician,married,7,0,2,0,0,jun,tue,10,0,1,4.864,5228.1,0
56,management,married,1,1,2,0,0,jun,tue,5,0,1,4.864,5228.1,0
48,housemaid,married,5,0,0,0,0,jun,tue,1,0,1,4.864,5228.1,0
44,entrepreneur,married,2,1,0,2,0,jun,tue,4,0,1,4.864,5228.1,0
57,blue-collar,married,3,0,2,0,0,jun,tue,3,0,1,4.864,5228.1,0
30,technician,single,6,0,0,0,0,jun,tue,1,0,1,4.864,5228.1,0
34,blue-collar,married,2,1,0,0,0,jun,tue,1,0,1,4.864,5228.1,0
34,technician,married,6,0,0,0,0,jun,tue,8,0,1,4.864,5228.1,0
46,unemployed,married,2,1,2,0,0,jun,tue,1,0,1,4.864,5228.1,0
32,services,married,5,0,2,0,0,jun,tue,1,0,1,4.864,5228.1,0
48,admin.,married,7,1,0,0,0,jun,tue,1,0,1,4.864,5228.1,0
46,blue-collar,married,3,1,0,0,0,jun,tue,1,0,1,4.864,5228.1,0
38,technician,single,6,0,2,0,0,jun,tue,1,0,1,4.864,5228.1,0
43,entrepreneur,married,1,0,2,0,0,jun,tue,2,0,1,4.864,5228.1,0
41,management,married,4,1,0,0,0,jun,tue,4,0,1,4.864,5228.1,0
36,services,single,2,1,0,0,0,jun,tue,1,0,1,4.864,5228.1,0
48,blue-collar,divorced,1,1,2,0,0,jun,tue,3,0,1,4.864,5228.1,0
52,blue-collar,married,3,0,0,0,0,jun,tue,1,0,1,4.864,5228.1,0
43,entrepreneur,married,3,0,0,0,0,jun,tue,1,0,1,4.864,5228.1,0
46,blue-collar,married,3,0,0,0,0,jun,tue,1,0,1,4.864,5228.1,0
55,blue-collar,divorced,1,1,0,2,0,jun,tue,3,0,1,4.864,5228.1,0
44,blue-collar,single,1,0,2,0,0,jun,tue,1,0,1,4.864,5228.1,0
24,services,single,5,0,2,0,0,jun,tue,1,0,1,4.864,5228.1,0
58,retired,married,1,0,2,0,0,jun,tue,4,0,1,4.864,5228.1,0
41,unemployed,married,6,1,0,0,0,jun,tue,2,0,1,4.864,5228.1,0
29,management,single,6,0,0,0,0,jun,tue,1,0,1,4.864,5228.1,0
26,technician,single,6,0,0,0,0,jun,tue,3,0,1,4.864,5228.1,1
32,management,married,5,0,0,0,0,jun,tue,1,0,1,4.864,5228.1,0
35,blue-collar,married,3,0,0,0,0,jun,tue,1,0,1,4.864,5228.1,0
45,blue-collar,divorced,3,0,2,0,0,jun,tue,1,0,1,4.864,5228.1,0
33,technician,married,7,0,0,2,0,jun,tue,1,0,1,4.864,5228.1,0
38,admin.,married,5,0,0,0,0,jun,tue,2,0,1,4.864,5228.1,0
36,blue-collar,single,5,0,0,0,0,jun,tue,1,0,1,4.864,5228.1,0
35,blue-collar,married,4,0,0,0,0,jun,tue,7,0,1,4.864,5228.1,0
34,blue-collar,married,3,0,0,0,0,jun,tue,2,0,1,4.864,5228.1,1
41,blue-collar,married,2,0,1,1,0,jun,tue,1,0,1,4.864,5228.1,0
37,blue-collar,married,2,1,0,0,0,jun,tue,4,0,1,4.864,5228.1,0
39,housemaid,married,3,0,0,0,0,jun,tue,2,0,1,4.864,5228.1,0
33,technician,married,6,1,2,0,0,jun,tue,1,0,1,4.864,5228.1,0
43,technician,married,7,0,2,0,0,jun,tue,1,0,1,4.864,5228.1,0
47,blue-collar,married,1,1,0,0,0,jun,tue,5,0,1,4.864,5228.1,0
33,admin.,married,5,0,2,0,0,jun,tue,1,0,1,4.864,5228.1,0
40,blue-collar,married,2,1,2,0,0,jun,tue,1,0,1,4.864,5228.1,0
31,services,single,5,0,2,0,0,jun,tue,1,0,1,4.864,5228.1,0
34,admin.,married,6,0,2,0,0,jun,tue,2,0,1,4.864,5228.1,0
39,blue-collar,married,2,0,2,0,0,jun,tue,1,0,1,4.864,5228.1,0
35,blue-collar,married,1,1,0,0,0,jun,tue,1,0,1,4.864,5228.1,0
35,technician,married,6,1,0,0,0,jun,tue,1,0,1,4.864,5228.1,0
59,retired,single,5,0,0,2,0,jun,tue,1,0,1,4.864,5228.1,0
42,admin.,single,5,0,0,0,0,jun,tue,1,0,1,4.864,5228.1,0
32,blue-collar,single,5,0,0,0,0,jun,tue,3,0,1,4.864,5228.1,1
48,admin.,married,5,0,0,2,0,jun,tue,4,0,1,4.864,5228.1,0
46,technician,married,7,0,0,0,0,jun,tue,1,0,1,4.864,5228.1,0
41,unemployed,divorced,5,0,0,0,0,jun,tue,1,0,1,4.864,5228.1,0
29,admin.,married,5,0,2,0,0,jun,tue,1,0,1,4.864,5228.1,0
38,student,single,6,0,1,1,0,jun,tue,1,0,1,4.864,5228.1,0
30,blue-collar,single,1,1,2,0,0,jun,tue,1,0,1,4.864,5228.1,0
38,unemployed,married,7,0,0,0,0,jun,tue,1,0,1,4.864,5228.1,0
50,self-employed,married,6,0,2,0,0,jun,tue,1,0,1,4.864,5228.1,0
37,services,married,5,1,2,0,0,jun,tue,1,0,1,4.864,5228.1,0
30,blue-collar,married,2,0,0,0,0,jun,tue,1,0,1,4.864,5228.1,0
52,management,divorced,6,1,0,0,0,jun,tue,1,0,1,4.864,5228.1,0
40,blue-collar,divorced,3,1,0,0,0,jun,tue,1,0,1,4.864,5228.1,0
50,unknown,single,4,1,2,0,0,jun,tue,1,0,1,4.864,5228.1,0
36,entrepreneur,married,6,0,2,0,0,jun,tue,1,0,1,4.864,5228.1,0
41,blue-collar,married,3,1,0,0,0,jun,tue,1,0,1,4.864,5228.1,0
50,housemaid,single,4,0,0,2,0,jun,tue,1,0,1,4.864,5228.1,0
38,technician,married,3,0,2,0,0,jun,tue,1,0,1,4.864,5228.1,0
51,retired,divorced,6,0,2,2,0,jun,tue,3,0,1,4.864,5228.1,0
38,services,married,5,1,0,2,0,jun,tue,1,0,1,4.864,5228.1,0
38,blue-collar,married,1,1,2,0,0,jun,tue,2,0,1,4.864,5228.1,0
55,management,married,6,0,2,0,0,jun,tue,1,0,1,4.864,5228.1,0
58,technician,married,7,0,2,2,0,jun,tue,1,0,1,4.864,5228.1,0
41,blue-collar,married,1,0,0,2,0,jun,tue,1,0,1,4.864,5228.1,0
31,management,single,6,0,0,0,0,jun,tue,1,0,1,4.864,5228.1,0
36,management,married,6,1,0,0,0,jun,tue,13,0,1,4.864,5228.1,0
34,blue-collar,married,1,0,0,0,0,jun,tue,13,0,1,4.864,5228.1,0
33,blue-collar,single,3,1,2,0,0,jun,tue,1,0,1,4.864,5228.1,0
42,services,married,5,1,0,0,0,jun,tue,1,0,1,4.864,5228.1,0
35,blue-collar,married,3,0,2,0,0,jun,tue,3,0,1,4.864,5228.1,0
49,technician,married,5,0,2,0,0,jun,tue,1,0,1,4.864,5228.1,0
58,retired,married,1,0,0,0,0,jun,tue,1,0,1,4.864,5228.1,0
51,self-employed,married,6,1,2,0,0,jun,tue,1,0,1,4.864,5228.1,0
38,blue-collar,married,2,1,2,0,0,jun,tue,1,0,1,4.864,5228.1,0
48,blue-collar,married,1,0,0,2,0,jun,tue,1,0,1,4.864,5228.1,0
35,blue-collar,married,3,0,2,0,0,jun,tue,4,0,1,4.864,5228.1,0
49,technician,married,2,1,0,0,0,jun,tue,2,0,1,4.864,5228.1,0
56,management,married,3,0,2,0,0,jun,tue,3,0,1,4.864,5228.1,1
35,blue-collar,married,3,0,2,0,0,jun,tue,2,0,1,4.864,5228.1,0
60,retired,divorced,1,1,2,0,0,jun,tue,1,0,1,4.864,5228.1,0
37,admin.,single,5,0,2,0,0,jun,tue,1,0,1,4.864,5228.1,0
31,blue-collar,single,5,0,2,2,0,jun,tue,1,0,1,4.864,5228.1,0
44,admin.,single,6,0,0,2,0,jun,tue,1,0,1,4.864,5228.1,0
38,admin.,single,6,0,2,0,0,jun,tue,1,0,1,4.864,5228.1,0
40,blue-collar,married,1,1,2,0,0,jun,tue,3,0,1,4.864,5228.1,0
30,self-employed,married,7,0,2,0,0,jun,tue,4,0,1,4.864,5228.1,0
36,student,single,3,0,2,0,0,jun,tue,1,0,1,4.864,5228.1,0
50,blue-collar,married,2,1,2,0,0,jun,tue,2,0,1,4.864,5228.1,0
28,admin.,single,5,0,0,0,0,jun,tue,5,0,1,4.864,5228.1,0
50,services,married,5,1,2,0,0,jun,tue,1,0,1,4.864,5228.1,0
48,management,married,6,0,2,2,0,jun,tue,7,0,1,4.864,5228.1,1
57,blue-collar,divorced,3,0,2,0,0,jun,tue,2,0,1,4.864,5228.1,0
56,entrepreneur,married,6,0,0,0,0,jun,tue,3,0,1,4.864,5228.1,0
56,entrepreneur,married,4,1,2,0,0,jun,tue,1,0,1,4.864,5228.1,0
27,admin.,married,3,0,2,0,0,jun,tue,3,0,1,4.864,5228.1,0
49,blue-collar,married,1,1,2,2,0,jun,tue,5,0,1,4.864,5228.1,0
52,blue-collar,married,1,1,2,0,0,jun,tue,1,0,1,4.864,5228.1,0
35,blue-collar,married,1,1,2,0,0,jun,tue,2,0,1,4.864,5228.1,0
34,technician,married,7,0,0,2,0,jun,tue,1,0,1,4.864,5228.1,0
50,blue-collar,divorced,3,0,2,0,0,jun,tue,2,0,1,4.864,5228.1,0
29,admin.,single,3,1,0,2,0,jun,tue,2,0,1,4.864,5228.1,0
31,blue-collar,married,3,0,2,0,0,jun,tue,1,0,1,4.864,5228.1,0
40,admin.,married,5,0,2,0,0,jun,tue,3,0,1,4.864,5228.1,0
37,self-employed,married,3,1,2,0,0,jun,tue,6,0,1,4.864,5228.1,0
37,services,married,5,0,0,0,0,jun,tue,3,0,1,4.864,5228.1,0
57,blue-collar,married,5,1,0,0,0,jun,tue,3,0,1,4.864,5228.1,0
31,admin.,single,6,0,2,0,0,jun,tue,1,0,1,4.864,5228.1,0
40,admin.,single,5,0,0,2,0,jun,tue,1,0,1,4.864,5228.1,0
30,blue-collar,married,4,0,0,2,0,jun,tue,2,0,1,4.864,5228.1,0
43,blue-collar,married,3,0,0,2,0,jun,tue,1,0,1,4.864,5228.1,0
35,blue-collar,married,5,0,2,0,0,jun,tue,1,0,1,4.864,5228.1,0
29,services,single,6,1,0,2,0,jun,tue,1,0,1,4.864,5228.1,0
38,admin.,married,3,0,0,2,0,jun,tue,4,0,1,4.864,5228.1,0
46,blue-collar,married,2,0,0,2,0,jun,tue,2,0,1,4.864,5228.1,0
47,technician,single,7,1,0,0,0,jun,tue,1,0,1,4.864,5228.1,0
39,admin.,married,6,0,0,0,0,jun,tue,1,0,1,4.864,5228.1,0
42,blue-collar,married,1,0,0,0,0,jun,tue,4,0,1,4.864,5228.1,0
35,self-employed,married,3,0,0,2,0,jun,tue,1,0,1,4.864,5228.1,0
39,self-employed,married,6,1,2,0,0,jun,tue,5,0,1,4.864,5228.1,0
57,technician,married,7,0,2,0,0,jun,tue,2,0,1,4.864,5228.1,0
38,admin.,single,6,1,2,0,0,jun,tue,1,0,1,4.864,5228.1,1
47,management,married,1,1,2,0,0,jun,tue,3,0,1,4.864,5228.1,0
37,management,married,6,0,0,0,0,jun,tue,1,0,1,4.864,5228.1,0
41,blue-collar,married,2,0,2,0,0,jun,tue,2,0,1,4.864,5228.1,1
41,services,married,5,0,0,0,0,jun,tue,1,0,1,4.864,5228.1,0
42,technician,married,6,1,0,0,0,jun,tue,1,0,1,4.864,5228.1,0
38,blue-collar,married,2,1,0,0,0,jun,tue,1,0,1,4.864,5228.1,0
46,admin.,single,6,1,0,0,0,jun,tue,1,0,1,4.864,5228.1,0
31,blue-collar,single,3,1,2,0,0,jun,tue,1,0,1,4.864,5228.1,0
32,technician,married,7,0,2,0,0,jun,tue,2,0,1,4.864,5228.1,0
46,unemployed,divorced,3,0,2,0,0,jun,tue,2,0,1,4.864,5228.1,0
59,entrepreneur,married,4,0,0,0,0,jun,tue,2,0,1,4.864,5228.1,0
55,unknown,married,1,1,2,0,0,jun,tue,2,0,1,4.864,5228.1,0
53,self-employed,married,6,0,2,0,0,jun,tue,4,0,1,4.864,5228.1,0
43,unemployed,married,7,0,0,0,0,jun,tue,5,0,1,4.864,5228.1,0
49,blue-collar,married,1,0,2,2,0,jun,tue,3,0,1,4.864,5228.1,0
50,blue-collar,married,3,0,0,0,0,jun,tue,6,0,1,4.864,5228.1,0
26,blue-collar,single,5,0,0,0,0,jun,tue,1,0,1,4.864,5228.1,0
30,technician,single,6,1,0,0,0,jun,tue,2,0,1,4.864,5228.1,0
40,blue-collar,married,3,1,0,0,0,jun,tue,5,0,1,4.864,5228.1,0
43,retired,married,3,1,0,0,0,jun,tue,1,0,1,4.864,5228.1,0
53,admin.,married,5,0,0,0,0,jun,tue,2,0,1,4.864,5228.1,0
25,admin.,married,6,1,2,0,0,jun,tue,3,0,1,4.864,5228.1,0
48,admin.,divorced,6,0,0,0,0,jun,tue,2,0,1,4.864,5228.1,0
27,blue-collar,married,3,0,0,0,0,jun,tue,1,0,1,4.864,5228.1,0
53,admin.,married,5,0,0,0,0,jun,tue,26,0,1,4.864,5228.1,0
44,self-employed,married,3,0,2,0,0,jun,tue,1,0,1,4.864,5228.1,0
54,management,married,6,0,0,0,0,jun,tue,15,0,1,4.864,5228.1,0
30,blue-collar,married,2,0,0,0,0,jun,tue,1,0,1,4.864,5228.1,0
32,admin.,married,6,0,2,2,0,jun,tue,1,0,1,4.864,5228.1,0
29,entrepreneur,married,5,1,2,0,0,jun,tue,3,0,1,4.864,5228.1,0
43,admin.,married,5,0,2,0,0,jun,tue,2,0,1,4.864,5228.1,0
43,management,married,6,0,2,2,0,jun,tue,3,0,1,4.864,5228.1,0
36,services,married,5,1,2,0,0,jun,tue,2,0,1,4.864,5228.1,0
45,blue-collar,married,1,1,2,2,0,jun,tue,1,0,1,4.864,5228.1,0
34,services,married,5,0,0,0,0,jun,tue,2,0,1,4.864,5228.1,0
38,services,married,5,1,0,0,0,jun,tue,2,0,1,4.864,5228.1,0
53,housemaid,married,1,0,1,1,0,jun,tue,1,0,1,4.864,5228.1,0
57,technician,divorced,4,0,2,2,0,jun,tue,2,0,1,4.864,5228.1,0
38,blue-collar,married,2,1,0,0,0,jun,tue,3,0,1,4.864,5228.1,1
41,blue-collar,married,3,1,0,0,0,jun,tue,2,0,1,4.864,5228.1,0
49,blue-collar,married,1,0,0,0,0,jun,tue,5,0,1,4.864,5228.1,0
35,technician,married,4,1,2,0,0,jun,tue,1,0,1,4.864,5228.1,0
39,admin.,married,6,0,2,0,0,jun,tue,12,0,1,4.864,5228.1,0
31,services,married,5,1,2,0,0,jun,tue,1,0,1,4.864,5228.1,0
50,admin.,married,5,0,0,0,0,jun,tue,1,0,1,4.864,5228.1,0
30,admin.,married,5,0,2,0,0,jun,tue,1,0,1,4.864,5228.1,0
50,blue-collar,married,1,1,0,2,0,jun,tue,5,0,1,4.864,5228.1,0
49,management,divorced,6,1,2,0,0,jun,tue,3,0,1,4.864,5228.1,0
37,admin.,married,6,0,0,0,0,jun,tue,4,0,1,4.864,5228.1,0
47,blue-collar,divorced,3,1,0,2,0,jun,tue,2,0,1,4.864,5228.1,0
43,admin.,divorced,5,0,0,0,0,jun,tue,1,0,1,4.864,5228.1,0
29,admin.,divorced,7,0,2,0,0,jun,tue,1,0,1,4.864,5228.1,0
31,housemaid,married,5,0,0,0,0,jun,tue,2,0,1,4.864,5228.1,0
38,entrepreneur,married,2,0,0,2,0,jun,tue,2,0,1,4.864,5228.1,0
43,admin.,divorced,6,0,0,0,0,jun,tue,2,0,1,4.864,5228.1,0
29,admin.,single,5,0,2,0,0,jun,tue,2,0,1,4.864,5228.1,0
35,admin.,married,5,0,2,2,0,jun,tue,3,0,1,4.864,5228.1,0
54,technician,married,6,1,0,0,0,jun,tue,2,0,1,4.864,5228.1,0
27,management,single,6,0,2,0,0,jun,tue,1,0,1,4.864,5228.1,0
57,blue-collar,divorced,3,0,2,0,0,jun,tue,1,0,1,4.864,5228.1,0
30,services,married,5,0,0,2,0,jun,tue,1,0,1,4.864,5228.1,0
30,admin.,single,5,1,0,0,0,jun,tue,2,0,1,4.864,5228.1,0
43,unemployed,married,3,0,0,0,0,jun,tue,28,0,1,4.864,5228.1,0
32,admin.,single,6,0,0,0,0,jun,tue,1,0,1,4.864,5228.1,0
34,admin.,single,6,0,0,0,0,jun,tue,32,0,1,4.864,5228.1,0
44,blue-collar,single,4,1,2,0,0,jun,tue,1,0,1,4.864,5228.1,0
31,unemployed,married,2,0,2,0,0,jun,tue,1,0,1,4.864,5228.1,0
29,admin.,married,3,0,0,0,0,jun,tue,1,0,1,4.864,5228.1,0
51,self-employed,married,6,1,0,0,0,jun,tue,1,0,1,4.864,5228.1,0
58,technician,married,6,0,2,0,0,jun,tue,12,0,1,4.864,5228.1,0
33,blue-collar,married,3,1,0,0,0,jun,tue,7,0,1,4.864,5228.1,0
52,admin.,divorced,6,0,0,0,0,jun,tue,1,0,1,4.864,5228.1,0
57,blue-collar,married,1,1,2,0,0,jun,tue,5,0,1,4.864,5228.1,0
24,admin.,single,5,0,0,0,0,jun,tue,1,0,1,4.864,5228.1,1
27,unemployed,married,5,0,0,0,0,jun,tue,2,0,1,4.864,5228.1,0
42,admin.,married,6,1,2,0,0,jun,tue,3,0,1,4.864,5228.1,0
30,services,married,6,1,2,0,0,jun,tue,1,0,1,4.864,5228.1,0
28,blue-collar,single,1,0,0,0,0,jun,tue,1,0,1,4.864,5228.1,0
31,unemployed,divorced,1,0,2,0,0,jun,tue,1,0,1,4.864,5228.1,1
32,blue-collar,married,2,0,1,1,0,jun,tue,5,0,1,4.864,5228.1,0
33,blue-collar,single,3,1,2,0,0,jun,tue,3,0,1,4.864,5228.1,0
42,management,married,6,0,0,0,0,jun,tue,7,0,1,4.864,5228.1,0
29,blue-collar,single,5,0,2,0,0,jun,tue,2,0,1,4.864,5228.1,0
30,blue-collar,married,2,1,2,0,0,jun,tue,2,0,1,4.864,5228.1,1
34,admin.,married,6,1,0,0,0,jun,tue,3,0,1,4.864,5228.1,0
40,blue-collar,married,3,0,0,2,0,jun,tue,2,0,1,4.864,5228.1,1
28,student,single,6,1,0,0,0,jun,tue,5,0,1,4.864,5228.1,0
45,services,single,5,0,0,0,0,jun,tue,1,0,1,4.864,5228.1,0
35,blue-collar,married,1,1,0,0,0,jun,tue,6,0,1,4.864,5228.1,0
35,blue-collar,married,3,1,0,0,0,jun,tue,18,0,1,4.864,5228.1,0
26,self-employed,married,6,0,2,0,0,jun,tue,1,0,1,4.864,5228.1,0
60,admin.,married,6,1,0,0,0,jun,tue,7,0,1,4.864,5228.1,0
51,technician,married,7,0,0,2,0,jun,tue,3,0,1,4.864,5228.1,0
36,services,divorced,7,0,0,0,0,jun,tue,4,0,1,4.864,5228.1,0
35,technician,married,7,0,2,0,0,jun,tue,6,0,1,4.864,5228.1,0
39,self-employed,married,6,0,0,0,0,jun,tue,1,0,1,4.864,5228.1,0
31,blue-collar,single,5,0,2,0,0,jun,tue,3,0,1,4.864,5228.1,0
40,blue-collar,married,3,0,2,2,0,jun,tue,2,0,1,4.864,5228.1,0
30,unemployed,married,2,1,0,0,0,jun,tue,10,0,1,4.864,5228.1,0
40,technician,married,7,0,0,0,0,jun,tue,2,0,1,4.864,5228.1,0
46,admin.,married,5,0,0,0,0,jun,tue,3,0,1,4.864,5228.1,0
45,admin.,married,4,0,0,0,0,jun,tue,6,0,1,4.864,5228.1,0
39,blue-collar,married,2,0,0,0,0,jun,tue,1,0,1,4.864,5228.1,0
41,blue-collar,married,3,1,0,0,0,jun,tue,13,0,1,4.864,5228.1,0
36,admin.,married,7,0,2,0,0,jun,tue,1,0,1,4.864,5228.1,0
57,blue-collar,divorced,4,1,0,0,0,jun,tue,3,0,1,4.864,5228.1,0
38,blue-collar,married,3,1,0,0,0,jun,tue,1,0,1,4.864,5228.1,0
42,services,divorced,2,0,0,0,0,jun,tue,1,0,1,4.864,5228.1,0
39,admin.,married,6,0,2,2,0,jun,tue,1,0,1,4.864,5228.1,0
51,blue-collar,married,3,0,2,0,0,jun,tue,6,0,1,4.864,5228.1,0
32,blue-collar,married,1,1,2,0,0,jun,tue,1,0,1,4.864,5228.1,0
57,admin.,divorced,4,1,0,0,0,jun,tue,1,0,1,4.864,5228.1,0
50,blue-collar,divorced,3,0,0,0,0,jun,tue,2,0,1,4.864,5228.1,0
27,blue-collar,married,3,0,2,0,0,jun,tue,1,0,1,4.864,5228.1,0
38,technician,single,7,0,0,2,0,jun,tue,2,0,1,4.864,5228.1,0
50,admin.,married,6,0,2,0,0,jun,tue,3,0,1,4.864,5228.1,0
46,technician,married,5,0,0,0,0,jun,tue,1,0,1,4.864,5228.1,0
26,blue-collar,single,5,0,2,0,0,jun,tue,1,0,1,4.864,5228.1,0
29,admin.,married,5,0,0,0,0,jun,tue,1,0,1,4.864,5228.1,0
32,blue-collar,divorced,3,0,0,0,0,jun,tue,1,0,1,4.864,5228.1,0
33,admin.,married,5,0,0,2,0,jun,tue,1,0,1,4.864,5228.1,0
59,admin.,married,6,0,2,2,0,jun,tue,3,0,1,4.864,5228.1,0
33,admin.,married,6,0,0,0,0,jun,tue,3,0,1,4.864,5228.1,0
58,blue-collar,married,5,0,2,0,0,jun,tue,2,0,1,4.864,5228.1,0
42,blue-collar,divorced,1,0,0,0,0,jun,tue,3,0,1,4.864,5228.1,0
32,admin.,single,6,1,2,0,0,jun,tue,5,0,1,4.864,5228.1,0
50,services,divorced,1,1,0,0,0,jun,tue,4,0,1,4.864,5228.1,0
