Age,Job,Marital,EducationLevel,HasDefault,HousingLoan,HasLoan,ContactType,ContactMonth,ContactDay,ThisCampaignContact,PreviousCampaignContact,PreviousOutcome,EuriborRate3Month,NumberOfEmployees,Success
41,services,married,3,No,Yes,No,Telephone,jun,wed,2,0,Not-Exist,4.962,5228.1,0
31,services,married,5,Unknown,Yes,Yes,Telephone,jun,wed,2,0,Not-Exist,4.962,5228.1,0
29,blue-collar,married,4,Unknown,No,No,Telephone,jun,wed,2,0,Not-Exist,4.962,5228.1,0
40,blue-collar,married,3,No,No,No,Telephone,jun,wed,14,0,Not-Exist,4.962,5228.1,0
25,services,single,5,No,No,No,Telephone,jun,wed,3,0,Not-Exist,4.962,5228.1,0
46,entrepreneur,married,6,Unknown,Unknown,Unknown,Telephone,jun,wed,9,0,Not-Exist,4.962,5228.1,0
53,management,divorced,6,No,Unknown,Unknown,Telephone,jun,wed,12,0,Not-Exist,4.962,5228.1,0
42,admin.,married,2,No,Yes,No,Telephone,jun,wed,3,0,Not-Exist,4.962,5228.1,0
59,retired,married,3,No,Yes,No,Telephone,jun,wed,1,0,Not-Exist,4.962,5228.1,1
24,technician,single,7,No,Yes,No,Telephone,jun,wed,2,0,Not-Exist,4.962,5228.1,0
44,admin.,single,5,No,No,No,Telephone,jun,wed,3,0,Not-Exist,4.962,5228.1,0
43,blue-collar,married,3,No,No,No,Telephone,jun,wed,3,0,Not-Exist,4.962,5228.1,0
31,blue-collar,married,3,No,Yes,No,Telephone,jun,wed,4,0,Not-Exist,4.962,5228.1,1
28,technician,single,7,No,Yes,No,Telephone,jun,wed,2,0,Not-Exist,4.962,5228.1,0
33,blue-collar,married,1,No,Yes,No,Telephone,jun,wed,23,0,Not-Exist,4.962,5228.1,0
47,admin.,married,3,No,Yes,No,Telephone,jun,wed,3,0,Not-Exist,4.962,5228.1,0
38,management,married,4,Unknown,No,No,Telephone,jun,wed,9,0,Not-Exist,4.962,5228.1,1
35,admin.,divorced,6,No,Yes,No,Telephone,jun,wed,2,0,Not-Exist,4.962,5228.1,0
47,entrepreneur,married,7,Unknown,No,Yes,Telephone,jun,wed,3,0,Not-Exist,4.962,5228.1,0
25,blue-collar,married,3,No,Yes,No,Telephone,jun,wed,2,0,Not-Exist,4.962,5228.1,0
26,technician,single,7,No,No,No,Telephone,jun,wed,5,0,Not-Exist,4.962,5228.1,0
39,blue-collar,married,1,Unknown,Yes,No,Telephone,jun,wed,4,0,Not-Exist,4.962,5228.1,0
42,entrepreneur,married,7,No,No,No,Telephone,jun,wed,2,0,Not-Exist,4.962,5228.1,0
43,management,married,5,No,No,No,Telephone,jun,wed,10,0,Not-Exist,4.962,5228.1,0
29,technician,married,7,No,No,No,Telephone,jun,wed,10,0,Not-Exist,4.962,5228.1,0
50,management,married,6,Unknown,No,No,Telephone,jun,wed,2,0,Not-Exist,4.962,5228.1,0
29,blue-collar,married,7,No,No,No,Telephone,jun,wed,3,0,Not-Exist,4.962,5228.1,0
45,technician,divorced,7,No,Yes,No,Telephone,jun,wed,3,0,Not-Exist,4.962,5228.1,0
36,blue-collar,married,4,No,Yes,Yes,Telephone,jun,wed,6,0,Not-Exist,4.962,5228.1,0
38,blue-collar,married,1,No,Yes,No,Telephone,jun,wed,41,0,Not-Exist,4.962,5228.1,0
36,services,married,5,Unknown,Yes,Yes,Telephone,jun,wed,2,0,Not-Exist,4.962,5228.1,0
33,housemaid,married,5,No,Unknown,Unknown,Telephone,jun,wed,2,0,Not-Exist,4.962,5228.1,0
33,entrepreneur,married,6,No,Yes,Yes,Telephone,jun,wed,2,0,Not-Exist,4.962,5228.1,0
44,blue-collar,married,1,Unknown,No,Yes,Telephone,jun,wed,1,0,Not-Exist,4.962,5228.1,0
33,blue-collar,married,1,No,Yes,No,Telephone,jun,wed,2,0,Not-Exist,4.962,5228.1,0
43,management,divorced,6,No,No,No,Telephone,jun,wed,1,0,Not-Exist,4.962,5228.1,0
39,blue-collar,divorced,3,No,Yes,No,Telephone,jun,wed,2,0,Not-Exist,4.962,5228.1,0
36,admin.,single,6,No,No,No,Telephone,jun,wed,6,0,Not-Exist,4.962,5228.1,0
31,services,single,5,No,No,No,Telephone,jun,wed,2,0,Not-Exist,4.962,5228.1,0
49,technician,married,7,Unknown,Yes,No,Telephone,jun,wed,13,0,Not-Exist,4.962,5228.1,0
44,blue-collar,married,5,Unknown,Yes,No,Telephone,jun,wed,4,0,Not-Exist,4.962,5228.1,0
51,management,married,5,No,No,No,Telephone,jun,wed,3,0,Not-Exist,4.962,5228.1,0
28,management,married,6,No,No,No,Telephone,jun,wed,2,0,Not-Exist,4.962,5228.1,1
57,blue-collar,divorced,4,Unknown,Unknown,Unknown,Telephone,jun,wed,8,0,Not-Exist,4.962,5228.1,0
41,blue-collar,married,3,No,No,No,Telephone,jun,wed,2,0,Not-Exist,4.962,5228.1,0
49,unknown,married,2,No,No,No,Telephone,jun,wed,9,0,Not-Exist,4.962,5228.1,0
44,technician,married,5,No,Yes,Yes,Telephone,jun,wed,3,0,Not-Exist,4.962,5228.1,0
57,retired,divorced,7,No,No,No,Telephone,jun,wed,1,0,Not-Exist,4.962,5228.1,0
36,services,married,5,Unknown,No,No,Telephone,jun,wed,3,0,Not-Exist,4.962,5228.1,0
49,admin.,married,5,No,Yes,No,Telephone,jun,wed,3,0,Not-Exist,4.962,5228.1,0
36,blue-collar,married,5,No,No,No,Telephone,jun,wed,5,0,Not-Exist,4.962,5228.1,0
51,management,married,6,No,No,No,Telephone,jun,wed,17,0,Not-Exist,4.962,5228.1,0
45,admin.,married,5,No,No,No,Telephone,jun,wed,8,0,Not-Exist,4.962,5228.1,0
30,entrepreneur,married,5,No,Unknown,Unknown,Telephone,jun,wed,8,0,Not-Exist,4.962,5228.1,0
46,admin.,married,3,Unknown,Yes,No,Telephone,jun,wed,14,0,Not-Exist,4.962,5228.1,0
43,blue-collar,single,3,No,Yes,No,Telephone,jun,wed,21,0,Not-Exist,4.962,5228.1,0
23,blue-collar,single,3,No,Yes,No,Telephone,jun,wed,2,0,Not-Exist,4.962,5228.1,0
50,technician,married,7,Unknown,Yes,No,Telephone,jun,wed,20,0,Not-Exist,4.962,5228.1,0
41,admin.,single,5,Unknown,Yes,No,Telephone,jun,wed,4,0,Not-Exist,4.962,5228.1,0
26,admin.,single,5,No,No,No,Telephone,jun,wed,2,0,Not-Exist,4.962,5228.1,0
47,blue-collar,married,2,Unknown,Unknown,Unknown,Telephone,jun,wed,8,0,Not-Exist,4.962,5228.1,0
52,blue-collar,married,1,Unknown,No,No,Telephone,jun,wed,7,0,Not-Exist,4.962,5228.1,0
33,self-employed,married,6,No,No,No,Telephone,jun,wed,2,0,Not-Exist,4.962,5228.1,0
28,admin.,single,6,No,Yes,No,Telephone,jun,wed,5,0,Not-Exist,4.962,5228.1,0
28,blue-collar,married,4,Unknown,No,No,Telephone,jun,wed,3,0,Not-Exist,4.962,5228.1,0
42,blue-collar,married,4,Unknown,No,No,Telephone,jun,wed,3,0,Not-Exist,4.962,5228.1,0
28,blue-collar,married,2,No,No,No,Telephone,jun,wed,5,0,Not-Exist,4.962,5228.1,1
54,management,married,2,No,No,No,Telephone,jun,wed,3,0,Not-Exist,4.962,5228.1,0
35,admin.,married,5,No,Yes,No,Telephone,jun,wed,2,0,Not-Exist,4.962,5228.1,0
60,admin.,married,6,Unknown,No,No,Telephone,jun,wed,11,0,Not-Exist,4.962,5228.1,0
47,services,married,5,Unknown,Yes,Yes,Telephone,jun,wed,2,0,Not-Exist,4.962,5228.1,0
60,retired,married,5,No,Yes,No,Telephone,jun,wed,3,0,Not-Exist,4.962,5228.1,0
29,management,single,6,Unknown,Yes,No,Telephone,jun,wed,3,0,Not-Exist,4.962,5228.1,0
49,technician,married,5,No,No,No,Telephone,jun,wed,3,0,Not-Exist,4.962,5228.1,0
56,retired,married,1,No,No,No,Telephone,jun,wed,2,0,Not-Exist,4.962,5228.1,0
33,admin.,married,5,No,No,No,Telephone,jun,wed,4,0,Not-Exist,4.962,5228.1,0
28,student,single,5,No,Yes,Yes,Telephone,jun,wed,6,0,Not-Exist,4.962,5228.1,0
60,admin.,married,6,No,No,No,Telephone,jun,wed,3,0,Not-Exist,4.962,5228.1,1
34,admin.,married,5,No,No,No,Telephone,jun,thu,11,0,Not-Exist,4.961,5228.1,0
36,blue-collar,married,3,Unknown,Yes,No,Telephone,jun,thu,13,0,Not-Exist,4.961,5228.1,0
39,management,single,6,No,Yes,No,Telephone,jun,thu,6,0,Not-Exist,4.961,5228.1,0
40,admin.,single,6,No,No,No,Telephone,jun,thu,2,0,Not-Exist,4.961,5228.1,0
56,entrepreneur,married,6,No,Yes,Yes,Telephone,jun,thu,1,0,Not-Exist,4.961,5228.1,0
33,admin.,single,7,No,No,No,Telephone,jun,thu,1,0,Not-Exist,4.961,5228.1,0
40,admin.,married,3,No,No,No,Telephone,jun,thu,1,0,Not-Exist,4.961,5228.1,0
58,entrepreneur,married,1,No,No,No,Telephone,jun,thu,1,0,Not-Exist,4.961,5228.1,0
40,blue-collar,divorced,3,No,No,No,Telephone,jun,thu,1,0,Not-Exist,4.961,5228.1,0
32,blue-collar,married,2,Unknown,Yes,No,Telephone,jun,thu,2,0,Not-Exist,4.961,5228.1,0
37,technician,single,5,Unknown,No,No,Telephone,jun,thu,5,0,Not-Exist,4.961,5228.1,0
46,admin.,single,6,No,Yes,No,Telephone,jun,thu,3,0,Not-Exist,4.961,5228.1,0
49,services,married,5,Unknown,No,No,Telephone,jun,thu,1,0,Not-Exist,4.961,5228.1,0
26,admin.,single,6,No,No,No,Telephone,jun,thu,1,0,Not-Exist,4.961,5228.1,0
31,technician,single,7,Unknown,No,Yes,Telephone,jun,thu,1,0,Not-Exist,4.961,5228.1,0
36,student,single,3,No,Yes,No,Telephone,jun,thu,1,0,Not-Exist,4.961,5228.1,0
32,technician,married,6,No,No,No,Telephone,jun,thu,1,0,Not-Exist,4.961,5228.1,0
34,blue-collar,married,3,Unknown,Yes,No,Telephone,jun,thu,4,0,Not-Exist,4.961,5228.1,0
35,student,single,6,Unknown,No,No,Telephone,jun,thu,1,0,Not-Exist,4.961,5228.1,1
59,retired,married,3,No,No,No,Telephone,jun,thu,1,0,Not-Exist,4.961,5228.1,0
47,management,divorced,6,No,No,No,Telephone,jun,thu,1,0,Not-Exist,4.961,5228.1,0
46,blue-collar,married,1,Unknown,No,No,Telephone,jun,thu,1,0,Not-Exist,4.961,5228.1,0
41,self-employed,married,5,No,No,No,Telephone,jun,thu,1,0,Not-Exist,4.961,5228.1,0
42,blue-collar,married,2,Unknown,Yes,No,Telephone,jun,thu,4,0,Not-Exist,4.961,5228.1,0
39,admin.,married,7,No,Unknown,Unknown,Telephone,jun,thu,1,0,Not-Exist,4.961,5228.1,0
46,blue-collar,divorced,2,No,Unknown,Unknown,Telephone,jun,thu,9,0,Not-Exist,4.961,5228.1,0
27,admin.,married,6,No,Unknown,Unknown,Telephone,jun,thu,6,0,Not-Exist,4.961,5228.1,0
49,blue-collar,married,3,Unknown,No,No,Telephone,jun,thu,1,0,Not-Exist,4.961,5228.1,0
50,technician,married,7,Unknown,No,No,Telephone,jun,thu,1,0,Not-Exist,4.961,5228.1,0
49,services,married,5,Unknown,No,No,Telephone,jun,thu,1,0,Not-Exist,4.961,5228.1,0
39,technician,single,7,Unknown,No,No,Telephone,jun,thu,1,0,Not-Exist,4.961,5228.1,0
47,admin.,divorced,5,No,No,No,Telephone,jun,thu,1,0,Not-Exist,4.961,5228.1,0
30,blue-collar,married,3,No,No,No,Telephone,jun,thu,3,0,Not-Exist,4.961,5228.1,0
35,blue-collar,married,4,No,No,No,Telephone,jun,thu,1,0,Not-Exist,4.961,5228.1,0
40,admin.,married,7,Unknown,No,No,Telephone,jun,thu,1,0,Not-Exist,4.961,5228.1,0
56,blue-collar,married,1,Unknown,No,No,Telephone,jun,thu,1,0,Not-Exist,4.961,5228.1,0
40,management,divorced,6,Unknown,Yes,No,Telephone,jun,thu,1,0,Not-Exist,4.961,5228.1,0
30,admin.,married,6,No,No,No,Telephone,jun,thu,1,0,Not-Exist,4.961,5228.1,0
33,self-employed,single,6,No,No,No,Telephone,jun,thu,1,0,Not-Exist,4.961,5228.1,0
35,blue-collar,married,2,No,No,No,Telephone,jun,thu,31,0,Not-Exist,4.961,5228.1,0
58,self-employed,divorced,7,No,No,No,Telephone,jun,thu,1,0,Not-Exist,4.961,5228.1,0
47,admin.,divorced,5,No,Yes,No,Telephone,jun,thu,1,0,Not-Exist,4.961,5228.1,1
46,blue-collar,married,2,No,No,No,Telephone,jun,thu,10,0,Not-Exist,4.961,5228.1,0
53,services,married,5,Unknown,Yes,No,Telephone,jun,thu,1,0,Not-Exist,4.961,5228.1,0
58,self-employed,divorced,7,No,Yes,No,Telephone,jun,thu,1,0,Not-Exist,4.961,5228.1,0
49,housemaid,single,5,Unknown,No,No,Telephone,jun,thu,1,0,Not-Exist,4.961,5228.1,0
43,services,married,5,No,Yes,No,Telephone,jun,thu,1,0,Not-Exist,4.961,5228.1,0
34,services,divorced,3,Unknown,No,No,Telephone,jun,thu,2,0,Not-Exist,4.961,5228.1,0
41,blue-collar,married,3,Unknown,No,No,Telephone,jun,thu,2,0,Not-Exist,4.961,5228.1,0
47,admin.,married,7,No,No,No,Telephone,jun,thu,1,0,Not-Exist,4.961,5228.1,0
42,unemployed,married,5,Unknown,Yes,Yes,Telephone,jun,thu,5,0,Not-Exist,4.961,5228.1,0
49,services,married,5,No,No,No,Telephone,jun,thu,1,0,Not-Exist,4.961,5228.1,0
54,retired,divorced,1,No,No,No,Telephone,jun,thu,1,0,Not-Exist,4.961,5228.1,0
41,services,divorced,3,No,No,No,Telephone,jun,thu,1,0,Not-Exist,4.961,5228.1,0
36,admin.,married,6,No,Yes,No,Telephone,jun,thu,1,0,Not-Exist,4.961,5228.1,0
51,technician,married,7,No,Yes,No,Telephone,jun,thu,1,0,Not-Exist,4.961,5228.1,0
41,unemployed,married,7,No,Yes,No,Telephone,jun,thu,1,0,Not-Exist,4.961,5228.1,0
42,technician,married,5,No,No,No,Telephone,jun,thu,1,0,Not-Exist,4.961,5228.1,0
52,management,divorced,6,No,No,No,Telephone,jun,thu,1,0,Not-Exist,4.961,5228.1,0
29,admin.,married,6,No,No,Yes,Telephone,jun,thu,1,0,Not-Exist,4.961,5228.1,0
46,services,married,3,No,No,No,Telephone,jun,thu,1,0,Not-Exist,4.961,5228.1,0
42,technician,single,5,No,No,No,Telephone,jun,thu,1,0,Not-Exist,4.961,5228.1,0
35,self-employed,married,1,Unknown,No,No,Telephone,jun,thu,1,0,Not-Exist,4.961,5228.1,0
48,admin.,single,6,No,Yes,No,Telephone,jun,thu,1,0,Not-Exist,4.961,5228.1,0
27,technician,single,7,No,No,No,Telephone,jun,thu,1,0,Not-Exist,4.961,5228.1,0
32,self-employed,single,5,No,No,No,Telephone,jun,thu,1,0,Not-Exist,4.961,5228.1,0
45,blue-collar,married,3,Unknown,Yes,Yes,Telephone,jun,thu,1,0,Not-Exist,4.961,5228.1,0
35,admin.,married,6,No,No,No,Telephone,jun,thu,1,0,Not-Exist,4.961,5228.1,0
32,services,married,5,No,No,No,Telephone,jun,thu,2,0,Not-Exist,4.961,5228.1,0
35,admin.,married,5,No,No,No,Telephone,jun,thu,1,0,Not-Exist,4.961,5228.1,0
47,management,married,1,No,No,Yes,Telephone,jun,thu,1,0,Not-Exist,4.961,5228.1,0
35,admin.,married,5,No,No,Yes,Telephone,jun,thu,1,0,Not-Exist,4.961,5228.1,0
53,admin.,single,5,No,No,No,Telephone,jun,thu,1,0,Not-Exist,4.961,5228.1,0
37,technician,married,7,No,No,No,Telephone,jun,thu,1,0,Not-Exist,4.961,5228.1,0
42,admin.,married,1,No,No,No,Telephone,jun,thu,7,0,Not-Exist,4.961,5228.1,0
58,retired,married,1,Unknown,No,No,Telephone,jun,thu,1,0,Not-Exist,4.961,5228.1,0
53,admin.,single,5,No,No,No,Telephone,jun,thu,1,0,Not-Exist,4.961,5228.1,0
35,technician,married,7,No,No,No,Telephone,jun,thu,1,0,Not-Exist,4.961,5228.1,0
55,admin.,married,5,No,Yes,No,Telephone,jun,thu,1,0,Not-Exist,4.961,5228.1,0
51,blue-collar,married,1,Unknown,No,No,Telephone,jun,thu,2,0,Not-Exist,4.961,5228.1,0
51,admin.,married,7,Unknown,No,No,Telephone,jun,thu,2,0,Not-Exist,4.961,5228.1,0
37,technician,single,7,No,No,No,Telephone,jun,thu,3,0,Not-Exist,4.961,5228.1,0
48,services,divorced,2,Unknown,Yes,No,Telephone,jun,thu,1,0,Not-Exist,4.961,5228.1,0
44,admin.,married,6,No,No,No,Telephone,jun,thu,1,0,Not-Exist,4.961,5228.1,0
34,admin.,married,5,No,No,No,Telephone,jun,thu,1,0,Not-Exist,4.961,5228.1,0
45,admin.,married,3,No,No,No,Telephone,jun,thu,1,0,Not-Exist,4.961,5228.1,0
33,technician,married,7,No,Yes,No,Telephone,jun,thu,1,0,Not-Exist,4.961,5228.1,0
41,admin.,married,6,No,Yes,Yes,Telephone,jun,thu,4,0,Not-Exist,4.961,5228.1,0
42,blue-collar,single,2,No,Unknown,Unknown,Telephone,jun,thu,3,0,Not-Exist,4.961,5228.1,0
30,admin.,married,5,No,No,No,Telephone,jun,thu,1,0,Not-Exist,4.961,5228.1,0
41,blue-collar,married,3,Unknown,Yes,No,Telephone,jun,thu,1,0,Not-Exist,4.961,5228.1,1
45,housemaid,married,7,Unknown,Yes,No,Telephone,jun,thu,2,0,Not-Exist,4.961,5228.1,0
45,services,married,2,No,Yes,Yes,Telephone,jun,thu,1,0,Not-Exist,4.961,5228.1,0
38,technician,single,7,No,No,No,Telephone,jun,thu,4,0,Not-Exist,4.961,5228.1,0
40,services,married,4,Unknown,No,No,Telephone,jun,thu,6,0,Not-Exist,4.961,5228.1,0
43,admin.,married,6,No,No,No,Telephone,jun,thu,2,0,Not-Exist,4.961,5228.1,0
35,blue-collar,married,3,Unknown,Yes,No,Telephone,jun,thu,2,0,Not-Exist,4.961,5228.1,0
37,blue-collar,single,1,Unknown,Yes,Yes,Telephone,jun,thu,2,0,Not-Exist,4.961,5228.1,0
47,admin.,married,6,Unknown,No,No,Telephone,jun,thu,2,0,Not-Exist,4.961,5228.1,0
39,management,married,1,Unknown,Yes,No,Telephone,jun,thu,1,0,Not-Exist,4.961,5228.1,0
34,blue-collar,married,3,No,Yes,No,Telephone,jun,thu,2,0,Not-Exist,4.961,5228.1,0
46,blue-collar,married,1,Unknown,No,Yes,Telephone,jun,thu,1,0,Not-Exist,4.961,5228.1,0
44,blue-collar,married,1,No,No,No,Telephone,jun,thu,1,0,Not-Exist,4.961,5228.1,0
40,entrepreneur,married,6,Unknown,Unknown,Unknown,Telephone,jun,thu,1,0,Not-Exist,4.961,5228.1,0
54,admin.,married,5,No,No,No,Telephone,jun,thu,1,0,Not-Exist,4.961,5228.1,0
46,entrepreneur,married,3,No,No,No,Telephone,jun,thu,1,0,Not-Exist,4.961,5228.1,0
36,management,divorced,6,No,No,No,Telephone,jun,thu,12,0,Not-Exist,4.961,5228.1,0
41,blue-collar,married,1,Unknown,Yes,No,Telephone,jun,thu,3,0,Not-Exist,4.961,5228.1,0
42,services,married,4,No,Yes,No,Telephone,jun,thu,1,0,Not-Exist,4.961,5228.1,0
34,technician,single,6,No,No,No,Telephone,jun,thu,1,0,Not-Exist,4.961,5228.1,0
45,unknown,married,4,No,No,No,Telephone,jun,thu,1,0,Not-Exist,4.961,5228.1,0
33,services,married,6,No,No,No,Telephone,jun,thu,1,0,Not-Exist,4.961,5228.1,0
45,blue-collar,married,1,Unknown,No,No,Telephone,jun,thu,1,0,Not-Exist,4.961,5228.1,0
40,blue-collar,married,3,Unknown,No,No,Telephone,jun,thu,1,0,Not-Exist,4.961,5228.1,0
38,blue-collar,married,1,Unknown,No,No,Telephone,jun,thu,1,0,Not-Exist,4.961,5228.1,0
49,technician,married,7,No,No,No,Telephone,jun,thu,1,0,Not-Exist,4.961,5228.1,0
49,services,married,5,No,No,Yes,Telephone,jun,thu,3,0,Not-Exist,4.961,5228.1,0
39,blue-collar,married,3,Unknown,No,No,Telephone,jun,thu,1,0,Not-Exist,4.961,5228.1,0
41,blue-collar,married,3,Unknown,Yes,No,Telephone,jun,thu,1,0,Not-Exist,4.961,5228.1,0
41,admin.,divorced,5,No,Unknown,Unknown,Telephone,jun,thu,1,0,Not-Exist,4.961,5228.1,0
42,entrepreneur,married,3,Unknown,No,No,Telephone,jun,thu,1,0,Not-Exist,4.961,5228.1,0
49,unknown,married,4,No,No,Yes,Telephone,jun,thu,1,0,Not-Exist,4.961,5228.1,0
42,unemployed,married,5,Unknown,Yes,No,Telephone,jun,thu,1,0,Not-Exist,4.961,5228.1,0
34,admin.,single,5,No,Yes,No,Telephone,jun,thu,3,0,Not-Exist,4.961,5228.1,0
49,admin.,divorced,5,No,No,No,Telephone,jun,thu,1,0,Not-Exist,4.961,5228.1,0
43,technician,married,3,Unknown,Yes,No,Telephone,jun,thu,1,0,Not-Exist,4.961,5228.1,0
42,services,married,5,Unknown,No,No,Telephone,jun,thu,1,0,Not-Exist,4.961,5228.1,0
52,blue-collar,married,4,Unknown,Yes,No,Telephone,jun,thu,4,0,Not-Exist,4.961,5228.1,0
50,blue-collar,married,1,Unknown,Yes,No,Telephone,jun,thu,2,0,Not-Exist,4.961,5228.1,0
57,admin.,married,6,No,No,Yes,Telephone,jun,thu,1,0,Not-Exist,4.961,5228.1,0
47,blue-collar,married,2,No,Yes,No,Telephone,jun,thu,1,0,Not-Exist,4.961,5228.1,0
44,blue-collar,married,4,No,No,No,Telephone,jun,thu,1,0,Not-Exist,4.961,5228.1,0
40,management,married,6,No,No,No,Telephone,jun,thu,1,0,Not-Exist,4.961,5228.1,0
30,admin.,married,5,No,No,No,Telephone,jun,thu,3,0,Not-Exist,4.961,5228.1,0
33,management,married,6,No,No,Yes,Telephone,jun,thu,2,0,Not-Exist,4.961,5228.1,0
37,unemployed,married,7,Unknown,Yes,Yes,Telephone,jun,thu,1,0,Not-Exist,4.961,5228.1,0
36,admin.,married,5,No,No,No,Telephone,jun,thu,1,0,Not-Exist,4.961,5228.1,0
38,technician,divorced,7,No,No,No,Telephone,jun,thu,2,0,Not-Exist,4.961,5228.1,0
55,retired,divorced,7,No,No,No,Telephone,jun,thu,3,0,Not-Exist,4.961,5228.1,0
43,unemployed,married,7,No,Yes,No,Telephone,jun,thu,1,0,Not-Exist,4.961,5228.1,0
37,technician,single,5,No,No,No,Telephone,jun,thu,1,0,Not-Exist,4.961,5228.1,0
31,blue-collar,married,3,No,No,No,Telephone,jun,thu,2,0,Not-Exist,4.961,5228.1,0
29,student,married,5,Unknown,No,No,Telephone,jun,thu,4,0,Not-Exist,4.961,5228.1,0
24,technician,married,7,No,No,No,Telephone,jun,thu,2,0,Not-Exist,4.961,5228.1,0
57,services,married,5,Unknown,Yes,Yes,Telephone,jun,thu,1,0,Not-Exist,4.961,5228.1,0
30,blue-collar,single,4,No,No,Yes,Telephone,jun,thu,5,0,Not-Exist,4.961,5228.1,0
58,technician,married,5,No,No,No,Telephone,jun,thu,3,0,Not-Exist,4.961,5228.1,0
26,admin.,single,5,No,Unknown,Unknown,Telephone,jun,thu,3,0,Not-Exist,4.961,5228.1,0
29,blue-collar,single,5,No,Yes,No,Telephone,jun,thu,3,0,Not-Exist,4.961,5228.1,1
23,services,single,5,No,No,No,Telephone,jun,thu,10,0,Not-Exist,4.961,5228.1,0
47,management,married,3,Unknown,Unknown,Unknown,Telephone,jun,thu,4,0,Not-Exist,4.961,5228.1,0
38,blue-collar,married,2,Unknown,No,No,Telephone,jun,thu,2,0,Not-Exist,4.961,5228.1,1
45,technician,divorced,6,No,Yes,Yes,Telephone,jun,thu,3,0,Not-Exist,4.961,5228.1,0
52,retired,divorced,1,Unknown,Yes,Yes,Telephone,jun,thu,2,0,Not-Exist,4.961,5228.1,0
29,admin.,single,5,No,Yes,No,Telephone,jun,thu,2,0,Not-Exist,4.961,5228.1,0
43,technician,married,3,Unknown,Yes,No,Telephone,jun,thu,2,0,Not-Exist,4.961,5228.1,0
36,blue-collar,married,3,No,Yes,No,Telephone,jun,thu,2,0,Not-Exist,4.961,5228.1,0
38,admin.,married,5,No,No,No,Telephone,jun,thu,1,0,Not-Exist,4.961,5228.1,0
27,blue-collar,married,2,Unknown,Yes,No,Telephone,jun,thu,2,0,Not-Exist,4.961,5228.1,0
38,admin.,married,5,No,Yes,No,Telephone,jun,thu,1,0,Not-Exist,4.961,5228.1,0
52,services,divorced,5,No,Yes,No,Telephone,jun,thu,1,0,Not-Exist,4.961,5228.1,0
52,services,divorced,5,No,Unknown,Unknown,Telephone,jun,thu,1,0,Not-Exist,4.961,5228.1,0
38,admin.,married,5,No,Yes,Yes,Telephone,jun,thu,1,0,Not-Exist,4.961,5228.1,1
54,blue-collar,married,2,Unknown,No,No,Telephone,jun,thu,2,0,Not-Exist,4.961,5228.1,0
39,blue-collar,married,2,Unknown,Yes,No,Telephone,jun,thu,1,0,Not-Exist,4.961,5228.1,0
28,blue-collar,married,5,No,No,No,Telephone,jun,thu,4,0,Not-Exist,4.961,5228.1,0
53,technician,married,6,No,No,No,Telephone,jun,thu,7,0,Not-Exist,4.961,5228.1,0
40,admin.,married,6,No,No,No,Telephone,jun,thu,2,0,Not-Exist,4.961,5228.1,0
49,management,married,6,No,No,No,Telephone,jun,thu,1,0,Not-Exist,4.961,5228.1,0
40,services,married,5,No,Yes,Yes,Telephone,jun,thu,1,0,Not-Exist,4.961,5228.1,0
23,technician,single,7,No,Unknown,Unknown,Telephone,jun,thu,1,0,Not-Exist,4.961,5228.1,0
36,management,single,5,No,Unknown,Unknown,Telephone,jun,thu,1,0,Not-Exist,4.961,5228.1,0
38,unemployed,married,1,Unknown,No,No,Telephone,jun,thu,1,0,Not-Exist,4.961,5228.1,0
31,admin.,married,5,No,No,No,Telephone,jun,thu,4,0,Not-Exist,4.961,5228.1,1
36,blue-collar,single,3,No,No,Yes,Telephone,jun,thu,1,0,Not-Exist,4.961,5228.1,0
34,admin.,married,3,No,No,No,Telephone,jun,thu,1,0,Not-Exist,4.961,5228.1,0
35,admin.,divorced,6,No,Yes,No,Telephone,jun,thu,1,0,Not-Exist,4.961,5228.1,0
37,blue-collar,divorced,3,No,No,No,Telephone,jun,thu,1,0,Not-Exist,4.961,5228.1,0
57,retired,married,1,Unknown,No,No,Telephone,jun,thu,2,0,Not-Exist,4.961,5228.1,0
35,blue-collar,married,5,No,No,No,Telephone,jun,thu,14,0,Not-Exist,4.961,5228.1,0
58,technician,married,5,Unknown,No,No,Telephone,jun,thu,1,0,Not-Exist,4.961,5228.1,0
36,blue-collar,married,1,No,No,No,Telephone,jun,thu,1,0,Not-Exist,4.961,5228.1,0
49,management,married,6,No,No,No,Telephone,jun,thu,2,0,Not-Exist,4.961,5228.1,0
38,admin.,married,6,No,No,No,Telephone,jun,thu,1,0,Not-Exist,4.961,5228.1,0
39,admin.,single,5,No,No,No,Telephone,jun,thu,1,0,Not-Exist,4.961,5228.1,0
34,blue-collar,married,7,Unknown,Yes,No,Telephone,jun,thu,3,0,Not-Exist,4.961,5228.1,0
36,blue-collar,married,1,No,Yes,No,Telephone,jun,thu,1,0,Not-Exist,4.961,5228.1,0
33,blue-collar,single,3,No,No,No,Telephone,jun,thu,1,0,Not-Exist,4.961,5228.1,0
59,retired,married,4,Unknown,Yes,No,Telephone,jun,thu,1,0,Not-Exist,4.961,5228.1,0
57,retired,single,1,No,Yes,No,Telephone,jun,thu,1,0,Not-Exist,4.961,5228.1,0
55,management,married,7,Unknown,Yes,Yes,Telephone,jun,thu,2,0,Not-Exist,4.961,5228.1,0
